,precision,recall,f1-score,support
cornus_kousa,0.0,0.0,0.0,1.0
cornus_mas,0.3333333333333333,0.75,0.46153846153846156,4.0
corylus_colurna,0.75,0.75,0.75,4.0
crataegus_crus-galli,0.0,0.0,0.0,1.0
crataegus_laevigata,1.0,1.0,1.0,2.0
crataegus_phaenopyrum,0.14285714285714285,0.5,0.22222222222222224,2.0
crataegus_pruinosa,1.0,1.0,1.0,3.0
crataegus_viridis,0.0,0.0,0.0,5.0
cryptomeria_japonica,0.9090909090909091,0.7692307692307693,0.8333333333333333,13.0
diospyros_virginiana,1.0,0.6,0.7499999999999999,5.0
eucommia_ulmoides,0.6,0.42857142857142855,0.5,7.0
evodia_daniellii,1.0,0.5,0.6666666666666666,4.0
fagus_grandifolia,0.6666666666666666,0.5,0.5714285714285715,4.0
ficus_carica,1.0,0.8,0.888888888888889,5.0
fraxinus_americana,0.5,1.0,0.6666666666666666,1.0
fraxinus_nigra,0.4444444444444444,0.4444444444444444,0.4444444444444444,9.0
fraxinus_pennsylvanica,0.0,0.0,0.0,1.0
ginkgo_biloba,1.0,0.5,0.6666666666666666,2.0
gleditsia_triacanthos,0.8,0.8,0.8000000000000002,5.0
gymnocladus_dioicus,1.0,1.0,1.0,3.0
halesia_tetraptera,0.0,0.0,0.0,2.0
ilex_opaca,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.0
juglans_cinerea,0.5,0.2,0.28571428571428575,10.0
juglans_nigra,0.0,0.0,0.0,1.0
juniperus_virginiana,0.5384615384615384,1.0,0.7000000000000001,7.0
koelreuteria_paniculata,1.0,0.8571428571428571,0.923076923076923,7.0
larix_decidua,0.0,0.0,0.0,3.0
liquidambar_styraciflua,1.0,1.0,1.0,5.0
liriodendron_tulipifera,0.4444444444444444,0.8,0.5714285714285714,5.0
maclura_pomifera,0.5,0.5,0.5,2.0
magnolia_acuminata,0.75,1.0,0.8571428571428571,3.0
magnolia_denudata,0.8333333333333334,0.8333333333333334,0.8333333333333334,6.0
magnolia_grandiflora,0.5,1.0,0.6666666666666666,1.0
magnolia_macrophylla,0.5,0.5,0.5,2.0
magnolia_soulangiana,0.5,0.5,0.5,2.0
magnolia_stellata,0.5,0.2,0.28571428571428575,5.0
magnolia_tripetala,0.3333333333333333,0.6666666666666666,0.4444444444444444,3.0
magnolia_virginiana,1.0,0.16666666666666666,0.2857142857142857,6.0
malus_angustifolia,0.5,0.6666666666666666,0.5714285714285715,3.0
malus_baccata,0.3333333333333333,0.25,0.28571428571428575,4.0
malus_coronaria,0.3333333333333333,0.6666666666666666,0.4444444444444444,3.0
malus_floribunda,1.0,1.0,1.0,3.0
malus_hupehensis,0.42857142857142855,1.0,0.6,3.0
malus_pumila,0.42857142857142855,0.6,0.5,5.0
metasequoia_glyptostroboides,0.75,0.6,0.6666666666666665,5.0
morus_alba,0.0,0.0,0.0,1.0
morus_rubra,0.0,0.0,0.0,1.0
nyssa_sylvatica,0.5,0.5,0.5,4.0
ostrya_virginiana,1.0,0.6666666666666666,0.8,3.0
oxydendrum_arboreum,0.8,0.8,0.8000000000000002,5.0
paulownia_tomentosa,1.0,0.5,0.6666666666666666,2.0
phellodendron_amurense,0.75,1.0,0.8571428571428571,3.0
picea_abies,0.4166666666666667,1.0,0.5882352941176471,5.0
picea_orientalis,1.0,0.5,0.6666666666666666,4.0
picea_pungens,0.45454545454545453,1.0,0.625,5.0
pinus_bungeana,0.4,0.8,0.5333333333333333,5.0
pinus_cembra,0.6,0.5,0.5454545454545454,6.0
pinus_densiflora,0.8,1.0,0.888888888888889,4.0
pinus_echinata,0.0,0.0,0.0,4.0
pinus_flexilis,1.0,0.2,0.33333333333333337,5.0
pinus_koraiensis,0.5,0.6,0.5454545454545454,5.0
pinus_nigra,0.5,0.75,0.6,4.0
pinus_parviflora,0.5,0.2,0.28571428571428575,5.0
pinus_peucea,0.3333333333333333,1.0,0.5,4.0
pinus_pungens,1.0,1.0,1.0,4.0
pinus_resinosa,1.0,0.2,0.33333333333333337,5.0
pinus_rigida,0.6666666666666666,0.5,0.5714285714285715,4.0
pinus_strobus,1.0,1.0,1.0,2.0
pinus_sylvestris,1.0,1.0,1.0,3.0
pinus_taeda,1.0,0.25,0.4,4.0
pinus_thunbergii,0.0,0.0,0.0,1.0
pinus_virginiana,0.3333333333333333,0.2,0.25,5.0
pinus_wallichiana,0.42857142857142855,0.75,0.5454545454545454,4.0
platanus_acerifolia,0.0,0.0,0.0,2.0
platanus_occidentalis,0.5,0.5,0.5,2.0
populus_deltoides,0.7142857142857143,1.0,0.8333333333333333,5.0
populus_grandidentata,0.75,0.75,0.75,4.0
populus_tremuloides,0.5,0.5,0.5,4.0
prunus_pensylvanica,0.0,0.0,0.0,3.0
prunus_sargentii,0.25,0.058823529411764705,0.09523809523809523,17.0
prunus_serotina,0.5,0.5,0.5,2.0
prunus_serrulata,0.25,1.0,0.4,1.0
prunus_subhirtella,0.7142857142857143,1.0,0.8333333333333333,5.0
prunus_virginiana,0.5454545454545454,0.3333333333333333,0.41379310344827586,18.0
prunus_yedoensis,0.0,0.0,0.0,2.0
pseudolarix_amabilis,1.0,0.25,0.4,4.0
ptelea_trifoliata,1.0,0.8,0.888888888888889,5.0
pyrus_calleryana,0.8,0.8,0.8000000000000002,5.0
quercus_acutissima,1.0,1.0,1.0,5.0
quercus_alba,0.3333333333333333,1.0,0.5,1.0
quercus_bicolor,0.0,0.0,0.0,2.0
quercus_cerris,1.0,0.5,0.6666666666666666,2.0
quercus_coccinea,0.6666666666666666,1.0,0.8,2.0
quercus_falcata,1.0,1.0,1.0,5.0
quercus_imbricaria,0.0,0.0,0.0,3.0
quercus_macrocarpa,0.8,1.0,0.888888888888889,4.0
quercus_marilandica,1.0,1.0,1.0,6.0
quercus_michauxii,0.5,0.8,0.6153846153846154,5.0
quercus_montana,0.8333333333333334,0.8333333333333334,0.8333333333333334,6.0
quercus_muehlenbergii,0.34782608695652173,0.7272727272727273,0.4705882352941176,11.0
quercus_nigra,1.0,0.25,0.4,4.0
quercus_palustris,0.0,0.0,0.0,1.0
quercus_phellos,0.0,0.0,0.0,1.0
quercus_robur,1.0,0.6666666666666666,0.8,3.0
quercus_rubra,1.0,0.3333333333333333,0.5,3.0
quercus_shumardii,0.5714285714285714,1.0,0.7272727272727273,4.0
quercus_stellata,0.75,0.6,0.6666666666666665,5.0
quercus_velutina,0.75,0.6,0.6666666666666665,5.0
quercus_virginiana,1.0,0.4,0.5714285714285715,5.0
robinia_pseudo-acacia,1.0,1.0,1.0,2.0
salix_babylonica,1.0,0.6,0.7499999999999999,5.0
salix_caroliniana,1.0,0.75,0.8571428571428571,4.0
salix_matsudana,1.0,0.6,0.7499999999999999,5.0
salix_nigra,0.8888888888888888,1.0,0.9411764705882353,8.0
sassafras_albidum,1.0,0.5,0.6666666666666666,2.0
staphylea_trifolia,0.8,0.8,0.8000000000000002,5.0
stewartia_pseudocamellia,0.6666666666666666,0.4,0.5,5.0
styrax_japonica,0.9,0.8181818181818182,0.8571428571428572,11.0
styrax_obassia,0.0,0.0,0.0,4.0
syringa_reticulata,0.5,0.25,0.3333333333333333,4.0
taxodium_distichum,0.8571428571428571,1.0,0.923076923076923,6.0
tilia_americana,0.5,1.0,0.6666666666666666,1.0
tilia_cordata,0.6666666666666666,0.75,0.7058823529411765,8.0
tilia_europaea,0.0,0.0,0.0,1.0
tilia_tomentosa,1.0,0.3333333333333333,0.5,3.0
toona_sinensis,1.0,1.0,1.0,2.0
tsuga_canadensis,0.6666666666666666,0.5714285714285714,0.6153846153846153,7.0
ulmus_americana,0.0,0.0,0.0,1.0
ulmus_glabra,0.0,0.0,0.0,6.0
ulmus_parvifolia,0.25,0.6,0.35294117647058826,5.0
ulmus_pumila,0.6,1.0,0.7499999999999999,15.0
ulmus_rubra,0.5,0.6,0.5454545454545454,5.0
zelkova_serrata,0.625,0.8333333333333334,0.7142857142857143,6.0
accuracy,0.6321243523316062,0.6321243523316062,0.6321243523316062,0.6321243523316062
macro avg,0.6083377161590772,0.5953291974791336,0.5619074182130889,772.0
weighted avg,0.6587293129138139,0.6321243523316062,0.6053706488413501,772.0
