,precision,recall,f1-score,support
carya_tomentosa,0.6666666666666666,0.8,0.7272727272727272,5.0
castanea_dentata,0.3333333333333333,0.25,0.28571428571428575,4.0
catalpa_bignonioides,0.5,0.4,0.4444444444444445,5.0
catalpa_speciosa,0.14285714285714285,0.14285714285714285,0.14285714285714285,7.0
cedrus_atlantica,0.625,0.625,0.625,8.0
cedrus_deodara,0.0,0.0,0.0,4.0
cedrus_libani,0.7142857142857143,1.0,0.8333333333333333,5.0
celtis_occidentalis,0.0,0.0,0.0,2.0
celtis_tenuifolia,1.0,0.6666666666666666,0.8,3.0
cercidiphyllum_japonicum,0.125,0.5,0.2,2.0
cercis_canadensis,0.2857142857142857,0.5,0.36363636363636365,4.0
chamaecyparis_pisifera,0.8,0.8,0.8000000000000002,5.0
chamaecyparis_thyoides,0.8333333333333334,1.0,0.9090909090909091,5.0
chionanthus_retusus,0.6666666666666666,1.0,0.8,2.0
chionanthus_virginicus,0.25,0.4,0.3076923076923077,5.0
cladrastis_lutea,0.7142857142857143,1.0,0.8333333333333333,5.0
cornus_florida,0.625,1.0,0.7692307692307693,5.0
cornus_kousa,0.0,0.0,0.0,1.0
cornus_mas,0.42857142857142855,0.75,0.5454545454545454,4.0
corylus_colurna,1.0,0.5,0.6666666666666666,4.0
crataegus_crus-galli,0.0,0.0,0.0,1.0
crataegus_laevigata,1.0,1.0,1.0,2.0
crataegus_phaenopyrum,0.0,0.0,0.0,2.0
crataegus_pruinosa,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.0
crataegus_viridis,1.0,0.4,0.5714285714285715,5.0
cryptomeria_japonica,1.0,0.8461538461538461,0.9166666666666666,13.0
diospyros_virginiana,0.42857142857142855,0.6,0.5,5.0
eucommia_ulmoides,0.6,0.42857142857142855,0.5,7.0
evodia_daniellii,0.5,0.25,0.3333333333333333,4.0
fagus_grandifolia,0.3333333333333333,0.75,0.46153846153846156,4.0
ficus_carica,0.8,0.8,0.8000000000000002,5.0
fraxinus_americana,0.5,1.0,0.6666666666666666,1.0
fraxinus_nigra,0.4166666666666667,0.5555555555555556,0.4761904761904762,9.0
fraxinus_pennsylvanica,0.0,0.0,0.0,1.0
ginkgo_biloba,0.0,0.0,0.0,2.0
gleditsia_triacanthos,0.8,0.8,0.8000000000000002,5.0
gymnocladus_dioicus,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.0
halesia_tetraptera,0.0,0.0,0.0,2.0
ilex_opaca,0.14285714285714285,0.3333333333333333,0.2,3.0
juglans_cinerea,0.5555555555555556,0.5,0.5263157894736842,10.0
juglans_nigra,0.0,0.0,0.0,1.0
juniperus_virginiana,0.8,0.5714285714285714,0.6666666666666666,7.0
koelreuteria_paniculata,0.75,0.8571428571428571,0.7999999999999999,7.0
larix_decidua,0.0,0.0,0.0,3.0
liquidambar_styraciflua,1.0,1.0,1.0,5.0
liriodendron_tulipifera,0.6666666666666666,0.8,0.7272727272727272,5.0
maclura_pomifera,0.16666666666666666,0.5,0.25,2.0
magnolia_acuminata,0.75,1.0,0.8571428571428571,3.0
magnolia_denudata,0.75,0.5,0.6,6.0
magnolia_grandiflora,0.0,0.0,0.0,1.0
magnolia_macrophylla,1.0,0.5,0.6666666666666666,2.0
magnolia_soulangiana,1.0,0.5,0.6666666666666666,2.0
magnolia_stellata,0.2222222222222222,0.4,0.2857142857142857,5.0
magnolia_tripetala,0.0,0.0,0.0,3.0
magnolia_virginiana,0.8,0.6666666666666666,0.7272727272727272,6.0
malus_angustifolia,0.5,0.6666666666666666,0.5714285714285715,3.0
malus_baccata,0.0,0.0,0.0,4.0
malus_coronaria,0.25,0.3333333333333333,0.28571428571428575,3.0
malus_floribunda,1.0,1.0,1.0,3.0
malus_hupehensis,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.0
malus_pumila,0.8,0.8,0.8000000000000002,5.0
metasequoia_glyptostroboides,0.2222222222222222,0.4,0.2857142857142857,5.0
morus_alba,0.0,0.0,0.0,1.0
morus_rubra,0.0,0.0,0.0,1.0
nyssa_sylvatica,0.0,0.0,0.0,4.0
ostrya_virginiana,1.0,0.3333333333333333,0.5,3.0
oxydendrum_arboreum,0.4,0.8,0.5333333333333333,5.0
paulownia_tomentosa,1.0,0.5,0.6666666666666666,2.0
phellodendron_amurense,0.6,1.0,0.7499999999999999,3.0
picea_abies,0.26666666666666666,0.8,0.4,5.0
picea_orientalis,1.0,0.25,0.4,4.0
picea_pungens,0.5714285714285714,0.8,0.6666666666666666,5.0
pinus_bungeana,0.6666666666666666,0.8,0.7272727272727272,5.0
pinus_cembra,0.4,0.3333333333333333,0.3636363636363636,6.0
pinus_densiflora,0.75,0.75,0.75,4.0
pinus_echinata,1.0,0.25,0.4,4.0
pinus_flexilis,0.8,0.8,0.8000000000000002,5.0
pinus_koraiensis,1.0,0.2,0.33333333333333337,5.0
pinus_nigra,0.25,0.25,0.25,4.0
pinus_parviflora,1.0,0.2,0.33333333333333337,5.0
pinus_peucea,1.0,0.75,0.8571428571428571,4.0
pinus_pungens,0.6666666666666666,0.5,0.5714285714285715,4.0
pinus_resinosa,0.3333333333333333,0.4,0.3636363636363636,5.0
pinus_rigida,0.4,0.5,0.4444444444444445,4.0
pinus_strobus,0.3333333333333333,1.0,0.5,2.0
pinus_sylvestris,1.0,1.0,1.0,3.0
pinus_taeda,0.42857142857142855,0.75,0.5454545454545454,4.0
pinus_thunbergii,0.0,0.0,0.0,1.0
pinus_virginiana,0.0,0.0,0.0,5.0
pinus_wallichiana,0.25,0.5,0.3333333333333333,4.0
platanus_acerifolia,0.0,0.0,0.0,2.0
platanus_occidentalis,0.25,0.5,0.3333333333333333,2.0
populus_deltoides,0.5714285714285714,0.8,0.6666666666666666,5.0
populus_grandidentata,0.75,0.75,0.75,4.0
populus_tremuloides,1.0,0.25,0.4,4.0
prunus_pensylvanica,0.0,0.0,0.0,3.0
prunus_sargentii,0.35714285714285715,0.29411764705882354,0.3225806451612903,17.0
prunus_serotina,0.25,0.5,0.3333333333333333,2.0
prunus_serrulata,0.0,0.0,0.0,1.0
prunus_subhirtella,0.0,0.0,0.0,5.0
prunus_virginiana,0.44,0.6111111111111112,0.5116279069767442,18.0
prunus_yedoensis,1.0,0.5,0.6666666666666666,2.0
pseudolarix_amabilis,0.42857142857142855,0.75,0.5454545454545454,4.0
ptelea_trifoliata,0.7142857142857143,1.0,0.8333333333333333,5.0
pyrus_calleryana,1.0,0.6,0.7499999999999999,5.0
quercus_acutissima,1.0,1.0,1.0,5.0
quercus_alba,0.0,0.0,0.0,1.0
quercus_bicolor,0.0,0.0,0.0,2.0
quercus_cerris,0.0,0.0,0.0,2.0
quercus_coccinea,1.0,1.0,1.0,2.0
quercus_falcata,1.0,0.6,0.7499999999999999,5.0
quercus_imbricaria,0.0,0.0,0.0,3.0
quercus_macrocarpa,0.8,1.0,0.888888888888889,4.0
quercus_marilandica,1.0,1.0,1.0,6.0
quercus_michauxii,0.6666666666666666,0.4,0.5,5.0
quercus_montana,0.5714285714285714,0.6666666666666666,0.6153846153846153,6.0
quercus_muehlenbergii,0.26666666666666666,0.36363636363636365,0.30769230769230765,11.0
quercus_nigra,0.0,0.0,0.0,4.0
quercus_palustris,0.0,0.0,0.0,1.0
quercus_phellos,0.0,0.0,0.0,1.0
quercus_robur,1.0,0.3333333333333333,0.5,3.0
quercus_rubra,0.0,0.0,0.0,3.0
quercus_shumardii,1.0,0.75,0.8571428571428571,4.0
quercus_stellata,1.0,0.4,0.5714285714285715,5.0
quercus_velutina,1.0,0.4,0.5714285714285715,5.0
quercus_virginiana,0.5,0.4,0.4444444444444445,5.0
robinia_pseudo-acacia,1.0,1.0,1.0,2.0
salix_babylonica,0.4166666666666667,1.0,0.5882352941176471,5.0
salix_caroliniana,0.6,0.75,0.6666666666666665,4.0
salix_matsudana,1.0,0.2,0.33333333333333337,5.0
salix_nigra,0.6666666666666666,0.25,0.36363636363636365,8.0
sassafras_albidum,0.0,0.0,0.0,2.0
staphylea_trifolia,0.8,0.8,0.8000000000000002,5.0
stewartia_pseudocamellia,0.2727272727272727,0.6,0.37499999999999994,5.0
styrax_japonica,0.4666666666666667,0.6363636363636364,0.5384615384615385,11.0
styrax_obassia,0.5,0.25,0.3333333333333333,4.0
syringa_reticulata,0.16666666666666666,0.25,0.2,4.0
taxodium_distichum,0.5454545454545454,1.0,0.7058823529411764,6.0
tilia_americana,0.0,0.0,0.0,1.0
tilia_cordata,0.8333333333333334,0.625,0.7142857142857143,8.0
tilia_europaea,0.0,0.0,0.0,1.0
tilia_tomentosa,0.5,0.6666666666666666,0.5714285714285715,3.0
toona_sinensis,1.0,1.0,1.0,2.0
tsuga_canadensis,1.0,0.42857142857142855,0.6,7.0
ulmus_americana,0.5,1.0,0.6666666666666666,1.0
ulmus_glabra,0.16666666666666666,0.16666666666666666,0.16666666666666666,6.0
ulmus_parvifolia,0.4444444444444444,0.8,0.5714285714285714,5.0
ulmus_pumila,0.6521739130434783,1.0,0.7894736842105263,15.0
ulmus_rubra,0.8,0.8,0.8000000000000002,5.0
zelkova_serrata,0.6666666666666666,0.3333333333333333,0.4444444444444444,6.0
accuracy,0.5544041450777202,0.5544041450777202,0.5544041450777202,0.5544041450777202
macro avg,0.5219571610651478,0.4933391221594546,0.4718745856178758,772.0
weighted avg,0.5875551084981699,0.5544041450777202,0.5349646701195229,772.0
